n1	n2	evidence	score
UMLS:C0452138	DOID:0110481	curated	1
UMLS:C0452138	DOID:0110482	curated	1
UMLS:C0452138	DOID:0110483	curated	1
UMLS:C0452138	DOID:0110484	curated	1
UMLS:C0452138	DOID:0110485	curated	1
UMLS:C0452138	DOID:0110486	curated	1
UMLS:C0452138	DOID:0110487	curated	1
UMLS:C0452138	DOID:0110488	curated	1
UMLS:C0452138	DOID:0110489	curated	1
UMLS:C0452138	DOID:0110490	curated	1
UMLS:C0452138	DOID:0110491	curated	1
UMLS:C0452138	DOID:0110492	curated	1
UMLS:C0452138	DOID:0110493	curated	1
UMLS:C0452138	DOID:0110494	curated	1
UMLS:C0452138	DOID:0110495	curated	1
UMLS:C0452138	DOID:0110496	curated	1
UMLS:C0452138	DOID:0110497	curated	1
UMLS:C0452138	DOID:0110498	curated	1
UMLS:C0452138	DOID:0110499	curated	1
UMLS:C0452138	DOID:0110500	curated	1
UMLS:C0452138	DOID:0110501	curated	1
UMLS:C0452138	DOID:0110502	curated	1
UMLS:C0452138	DOID:0110503	curated	1
UMLS:C0452138	DOID:0110504	curated	1
UMLS:C0452138	DOID:0110505	curated	1
UMLS:C0452138	DOID:0110506	curated	1
UMLS:C0452138	DOID:0110507	curated	1
UMLS:C0452138	DOID:0110508	curated	1
UMLS:C0452138	DOID:0110509	curated	1
UMLS:C0452138	DOID:0110510	curated	1
UMLS:C0452138	DOID:0110511	curated	1
UMLS:C0452138	DOID:0110512	curated	1
UMLS:C0452138	DOID:0110513	curated	1
UMLS:C0452138	DOID:0110514	curated	1
UMLS:C0452138	DOID:0110515	curated	1
UMLS:C0452138	DOID:0110516	curated	1
UMLS:C0452138	DOID:0110517	curated	1
UMLS:C0452138	DOID:0110518	curated	1
UMLS:C0452138	DOID:0110519	curated	1
UMLS:C0452138	DOID:0110520	curated	1
UMLS:C0452138	DOID:0110521	curated	1
UMLS:C0452138	DOID:0110522	curated	1
UMLS:C0452138	DOID:0110523	curated	1
UMLS:C0452138	DOID:0110524	curated	1
UMLS:C0452138	DOID:0110525	curated	1
UMLS:C0452138	DOID:0110526	curated	1
UMLS:C0452138	DOID:0110527	curated	1
UMLS:C0452138	DOID:0110528	curated	1
UMLS:C0452138	DOID:0110529	curated	1
UMLS:C0452138	DOID:0110530	curated	1
UMLS:C0452138	DOID:0110531	curated	1
UMLS:C0452138	DOID:0110532	curated	1
UMLS:C0452138	DOID:0110533	curated	1
UMLS:C0452138	DOID:0110534	curated	1
UMLS:C0452138	DOID:0110535	curated	1
UMLS:C0452138	DOID:0110536	curated	1
UMLS:C0452138	DOID:0110537	curated	1
UMLS:C0452138	DOID:0110538	curated	1
UMLS:C0452138	DOID:0110539	curated	1
UMLS:C0452138	DOID:0110540	curated	1
UMLS:C0452138	DOID:0110541	curated	1
UMLS:C0452138	DOID:0110542	curated	1
UMLS:C0452138	DOID:0110543	curated	1
UMLS:C0452138	DOID:0110544	curated	1
UMLS:C0452138	DOID:0110545	curated	1
UMLS:C0452138	DOID:0110546	curated	1
UMLS:C0452138	DOID:0110547	curated	1
UMLS:C0452138	DOID:0110548	curated	1
UMLS:C0452138	DOID:0110549	curated	1
UMLS:C0452138	DOID:0110550	curated	1
UMLS:C0452138	DOID:0110551	curated	1
UMLS:C0452138	DOID:0110552	curated	1
UMLS:C0452138	DOID:0110553	curated	1
UMLS:C0452138	DOID:0110554	curated	1
UMLS:C0452138	DOID:0110555	curated	1
UMLS:C0452138	DOID:0110556	curated	1
UMLS:C0452138	DOID:0110557	curated	1
UMLS:C0452138	DOID:0110558	curated	1
UMLS:C0452138	DOID:0110559	curated	1
UMLS:C0452138	DOID:0110560	curated	1
UMLS:C0452138	DOID:0110561	curated	1
UMLS:C0452138	DOID:0110562	curated	1
UMLS:C0452138	DOID:0110563	curated	1
UMLS:C0452138	DOID:0110564	curated	1
UMLS:C0452138	DOID:0110565	curated	1
UMLS:C0452138	DOID:0110566	curated	1
UMLS:C0452138	DOID:0110567	curated	1
UMLS:C0452138	DOID:0110568	curated	1
UMLS:C0452138	DOID:0110569	curated	1
UMLS:C0452138	DOID:0110570	curated	1
UMLS:C0452138	DOID:0110571	curated	1
UMLS:C0452138	DOID:0110572	curated	1
UMLS:C0452138	DOID:0110573	curated	1
UMLS:C0452138	DOID:0110574	curated	1
UMLS:C0452138	DOID:0110575	curated	1
UMLS:C0452138	DOID:0110576	curated	1
UMLS:C0452138	DOID:0110577	curated	1
UMLS:C0452138	DOID:0110578	curated	1
UMLS:C0452138	DOID:0110579	curated	1
UMLS:C0452138	DOID:0110580	curated	1
UMLS:C0452138	DOID:0110581	curated	1
UMLS:C0452138	DOID:0110582	curated	1
UMLS:C0452138	DOID:0110583	curated	1
UMLS:C0452138	DOID:0110584	curated	1
UMLS:C0452138	DOID:0110585	curated	1
UMLS:C0452138	DOID:0110586	curated	1
UMLS:C0452138	DOID:0110587	curated	1
UMLS:C0452138	DOID:0110588	curated	1
UMLS:C0452138	DOID:0110589	curated	1
UMLS:C0452138	DOID:0110590	curated	1
UMLS:C0452138	DOID:0110591	curated	1
UMLS:C0452138	DOID:0110592	curated	1
UMLS:C0452138	DOID:0110593	curated	1
UMLS:C0454542	DOID:0060243	curated	1
UMLS:C0456487	DOID:3852	curated	1
UMLS:C0456909	DOID:1432	curated	1
UMLS:C0457334	DOID:8864	curated	1
UMLS:C0458219	DOID:3223	curated	1
UMLS:C0472813	DOID:0060875	curated	1
UMLS:C0472817	DOID:0060591	curated	1
UMLS:C0473527	DOID:1386	curated	1
UMLS:C0473527	DOID:1387	curated	1
UMLS:C0473527	DOID:1388	curated	1
UMLS:C0473527	DOID:1391	curated	1
UMLS:C0473583	DOID:2738	curated	1
UMLS:C0474740	DOID:3200	curated	1
UMLS:C0474809	DOID:3001	curated	1
UMLS:C0474847	DOID:6345	curated	1
UMLS:C0475733	DOID:14219	curated	1
UMLS:C0475813	DOID:0110029	curated	1
UMLS:C0476089	DOID:1380	curated	1
UMLS:C0476089	DOID:2871	curated	1
UMLS:C0476254	DOID:13417	curated	1
UMLS:C0476254	DOID:4428	curated	1
UMLS:C0477316	DOID:0060601	curated	1
UMLS:C0477317	DOID:0060651	curated	1
UMLS:C0477317	DOID:0060691	curated	1
UMLS:C0477317	DOID:0090102	curated	1
UMLS:C0477317	DOID:0111048	curated	1
UMLS:C0477317	DOID:8925	curated	1
UMLS:C0477324	DOID:0060010	curated	1
UMLS:C0477325	DOID:0060551	curated	1
UMLS:C0477325	DOID:0060769	curated	1
UMLS:C0477325	DOID:0090113	curated	1
UMLS:C0477360	DOID:0090044	curated	1
UMLS:C0477360	DOID:0090045	curated	1
UMLS:C0477360	DOID:0090047	curated	1
UMLS:C0477360	DOID:0090049	curated	1
UMLS:C0477360	DOID:0090051	curated	1
UMLS:C0477360	DOID:0090052	curated	1
UMLS:C0477360	DOID:0090053	curated	1
UMLS:C0477360	DOID:0090054	curated	1
UMLS:C0477362	DOID:0060695	curated	1
UMLS:C0477362	DOID:0060696	curated	1
UMLS:C0477362	DOID:0060697	curated	1
UMLS:C0477362	DOID:0060698	curated	1
UMLS:C0477365	DOID:0050629	curated	1
UMLS:C0477373	DOID:0060178	curated	1
UMLS:C0477506	DOID:0060689	curated	1
UMLS:C0477548	DOID:0111063	curated	1
UMLS:C0477729	DOID:0060911	curated	1
UMLS:C0477971	DOID:0050453	curated	1
UMLS:C0477971	DOID:0050777	curated	1
UMLS:C0477971	DOID:0060270	curated	1
UMLS:C0477971	DOID:0060276	curated	1
UMLS:C0477971	DOID:0060277	curated	1
UMLS:C0477971	DOID:0060278	curated	1
UMLS:C0477971	DOID:0060807	curated	1
UMLS:C0477971	DOID:0090132	curated	1
UMLS:C0477971	DOID:0090137	curated	1
UMLS:C0477971	DOID:0110096	curated	1
UMLS:C0477971	DOID:4626	curated	1
UMLS:C0477972	DOID:0050453	curated	1
UMLS:C0477972	DOID:0090130	curated	1
UMLS:C0477983	DOID:0060287	curated	1
UMLS:C0477983	DOID:0060673	curated	1
UMLS:C0477984	DOID:0060648	curated	1
UMLS:C0477984	DOID:0110120	curated	1
UMLS:C0477984	DOID:0110121	curated	1
UMLS:C0477984	DOID:0110122	curated	1
UMLS:C0478007	DOID:0060670	curated	1
UMLS:C0478007	DOID:0060671	curated	1
UMLS:C0478019	DOID:0110594	curated	1
UMLS:C0478019	DOID:0110596	curated	1
UMLS:C0478019	DOID:0110597	curated	1
UMLS:C0478019	DOID:0110598	curated	1
UMLS:C0478019	DOID:0110599	curated	1
UMLS:C0478019	DOID:0110600	curated	1
UMLS:C0478019	DOID:0110601	curated	1
UMLS:C0478019	DOID:0110602	curated	1
UMLS:C0478019	DOID:0110603	curated	1
UMLS:C0478019	DOID:0110604	curated	1
UMLS:C0478019	DOID:0110605	curated	1
UMLS:C0478019	DOID:0110606	curated	1
UMLS:C0478019	DOID:0110607	curated	1
UMLS:C0478019	DOID:0110608	curated	1
UMLS:C0478019	DOID:0110609	curated	1
UMLS:C0478019	DOID:0110611	curated	1
UMLS:C0478019	DOID:0110612	curated	1
UMLS:C0478019	DOID:0110613	curated	1
UMLS:C0478019	DOID:0110614	curated	1
UMLS:C0478019	DOID:0110615	curated	1
UMLS:C0478019	DOID:0110616	curated	1
UMLS:C0478019	DOID:0110617	curated	1
UMLS:C0478019	DOID:0110618	curated	1
UMLS:C0478019	DOID:0110619	curated	1
UMLS:C0478019	DOID:0110621	curated	1
UMLS:C0478019	DOID:0110622	curated	1
UMLS:C0478019	DOID:0110623	curated	1
UMLS:C0478019	DOID:0110624	curated	1
UMLS:C0478019	DOID:0110625	curated	1
UMLS:C0478019	DOID:0110626	curated	1
UMLS:C0478019	DOID:0110627	curated	1
UMLS:C0478019	DOID:0110628	curated	1
UMLS:C0478044	DOID:0060739	curated	1
UMLS:C0478074	DOID:0090116	curated	1
UMLS:C0478084	DOID:0060283	curated	1
UMLS:C0478084	DOID:0060720	curated	1
UMLS:C0478084	DOID:0060871	curated	1
UMLS:C0478085	DOID:0060733	curated	1
UMLS:C0478085	DOID:0060738	curated	1
UMLS:C0478093	DOID:0060179	curated	1
UMLS:C0478093	DOID:0110091	curated	1
UMLS:C0478093	DOID:0110097	curated	1
UMLS:C0478099	DOID:0060390	curated	1
UMLS:C0478099	DOID:0060391	curated	1
UMLS:C0478099	DOID:0060394	curated	1
UMLS:C0478099	DOID:0060395	curated	1
UMLS:C0478099	DOID:0060397	curated	1
UMLS:C0478099	DOID:0060398	curated	1
UMLS:C0478099	DOID:0060400	curated	1
UMLS:C0478099	DOID:0060404	curated	1
UMLS:C0478099	DOID:0060405	curated	1
UMLS:C0478099	DOID:0060407	curated	1
UMLS:C0478099	DOID:0060409	curated	1
UMLS:C0478099	DOID:0060411	curated	1
UMLS:C0478099	DOID:0060412	curated	1
UMLS:C0478099	DOID:0060415	curated	1
UMLS:C0478099	DOID:0060417	curated	1
UMLS:C0478099	DOID:0060422	curated	1
UMLS:C0478099	DOID:0060425	curated	1
UMLS:C0478099	DOID:0060428	curated	1
UMLS:C0478099	DOID:0060732	curated	1
UMLS:C0478099	DOID:0060768	curated	1
UMLS:C0478099	DOID:1932	curated	1
UMLS:C0494261	DOID:628	curated	1
UMLS:C0494266	DOID:0090007	curated	1
UMLS:C0494266	DOID:0090008	curated	1
UMLS:C0494266	DOID:0090009	curated	1
UMLS:C0494266	DOID:0090010	curated	1
UMLS:C0494266	DOID:0090011	curated	1
UMLS:C0494360	DOID:0111135	curated	1
UMLS:C0494360	DOID:0111136	curated	1
UMLS:C0494360	DOID:0111137	curated	1
UMLS:C0494360	DOID:0111138	curated	1
UMLS:C0494360	DOID:811	curated	1
UMLS:C0494491	DOID:1188	curated	1
UMLS:C0494491	DOID:1802	curated	1
UMLS:C0494491	DOID:1835	curated	1
UMLS:C0494559	DOID:2952	curated	1
UMLS:C0495452	DOID:0060775	curated	1
UMLS:C0495452	DOID:0060776	curated	1
UMLS:C0495452	DOID:0060777	curated	1
UMLS:C0495452	DOID:0060778	curated	1
UMLS:C0495452	DOID:0060779	curated	1
UMLS:C0495452	DOID:0060780	curated	1
UMLS:C0495452	DOID:0060781	curated	1
UMLS:C0495617	DOID:0090143	curated	1
UMLS:C0495640	DOID:0060476	curated	1
UMLS:C0495640	DOID:0080351	curated	1
UMLS:C0495640	DOID:14748	curated	1
UMLS:C0495640	DOID:5572	curated	1
UMLS:C0496758	DOID:8618	curated	1
UMLS:C0496775	DOID:5041	curated	1
UMLS:C0496779	DOID:11239	curated	1
UMLS:C0496784	DOID:1798	curated	1
UMLS:C0496784	DOID:1799	curated	1
UMLS:C0496842	DOID:1785	curated	1
UMLS:C0496956	DOID:1631	curated	1
UMLS:C0497243	DOID:176	curated	1
UMLS:C0497327	DOID:1307	curated	1
UMLS:C0518988	DOID:2562	curated	1
UMLS:C0519030	DOID:13272	curated	1
UMLS:C0519037	DOID:1523	curated	1
UMLS:C0520459	DOID:8677	curated	1
UMLS:C0520463	DOID:2048	curated	1
UMLS:C0520474	DOID:10159	curated	1
UMLS:C0520477	DOID:2883	curated	1
UMLS:C0520482	DOID:13918	curated	1
UMLS:C0520482	DOID:4737	curated	1
UMLS:C0520575	DOID:559	curated	1
UMLS:C0520679	DOID:0050848	curated	1
UMLS:C0520680	DOID:9220	curated	1
UMLS:C0520716	DOID:9255	curated	1
UMLS:C0520739	DOID:2373	curated	1
UMLS:C0520947	DOID:9923	curated	1
UMLS:C0521619	DOID:0080207	curated	1
UMLS:C0521648	DOID:11161	curated	1
UMLS:C0521694	DOID:12161	curated	1
UMLS:C0521723	DOID:0060447	curated	1
UMLS:C0521802	DOID:0050649	curated	1
UMLS:C0522628	DOID:9952	curated	1
UMLS:C0522631	DOID:9119	curated	1
UMLS:C0524541	DOID:2021	curated	1
UMLS:C0524582	DOID:0050436	curated	1
UMLS:C0524620	DOID:14221	curated	1
UMLS:C0524662	DOID:2559	curated	1
UMLS:C0524688	DOID:10398	curated	1
UMLS:C0524801	DOID:4645	curated	1
UMLS:C0524812	DOID:4723	curated	1
UMLS:C0524851	DOID:1289	curated	1
UMLS:C0524912	DOID:2044	curated	1
UMLS:C0524988	DOID:4371	curated	1
UMLS:C0525045	DOID:3324	curated	1
UMLS:C0541719	DOID:0060474	curated	1
UMLS:C0541719	DOID:2834	curated	1
UMLS:C0541719	DOID:2838	curated	1
UMLS:C0541719	DOID:2839	curated	1
UMLS:C0541719	DOID:8432	curated	1
UMLS:C0541912	DOID:10021	curated	1
UMLS:C0542428	DOID:0080044	curated	1
UMLS:C0542428	DOID:0080056	curated	1
UMLS:C0542519	DOID:12594	curated	1
UMLS:C0543514	DOID:0111041	curated	1
UMLS:C0543533	DOID:9274	curated	1
UMLS:C0543669	DOID:0090120	curated	1
UMLS:C0543687	DOID:11198	curated	1
UMLS:C0543697	DOID:2917	curated	1
UMLS:C0543859	DOID:0111246	curated	1
UMLS:C0543874	DOID:0060216	curated	1
UMLS:C0543918	DOID:0070086	curated	1
UMLS:C0543991	DOID:14445	curated	1
UMLS:C0544008	DOID:11554	curated	1
UMLS:C0544008	DOID:11555	curated	1
UMLS:C0544855	DOID:0080081	curated	1
UMLS:C0545044	DOID:0060362	curated	1
UMLS:C0545074	DOID:5709	curated	1
UMLS:C0545080	DOID:5820	curated	1
UMLS:C0546264	DOID:0050588	curated	1
UMLS:C0546264	DOID:0080102	curated	1
UMLS:C0546264	DOID:0110632	curated	1
UMLS:C0546264	DOID:0110633	curated	1
UMLS:C0546264	DOID:0110634	curated	1
UMLS:C0546264	DOID:0110635	curated	1
UMLS:C0546264	DOID:0110637	curated	1
UMLS:C0546264	DOID:0110639	curated	1
UMLS:C0546264	DOID:0110640	curated	1
UMLS:C0546264	DOID:3191	curated	1
UMLS:C0546264	DOID:3529	curated	1
UMLS:C0546837	DOID:1107	curated	1
UMLS:C0546953	DOID:14181	curated	1
UMLS:C0546966	DOID:0050472	curated	1
UMLS:C0546994	DOID:5225	curated	1
UMLS:C0546994	DOID:646	curated	1
UMLS:C0547065	DOID:5076	curated	1
UMLS:C0547065	DOID:7912	curated	1
UMLS:C0549423	DOID:14159	curated	1
UMLS:C0549463	DOID:0060705	curated	1
UMLS:C0549463	DOID:0060706	curated	1
UMLS:C0549471	DOID:8007	curated	1
UMLS:C0549473	DOID:3963	curated	1
UMLS:C0549567	DOID:3156	curated	1
UMLS:C0549622	DOID:1876	curated	1
UMLS:C0553548	DOID:13375	curated	1
UMLS:C0553548	DOID:9810	curated	1
UMLS:C0553580	DOID:3369	curated	1
UMLS:C0553581	DOID:3098	curated	1
UMLS:C0553581	DOID:3369	curated	1
UMLS:C0553586	DOID:13269	curated	1
UMLS:C0553604	DOID:0050759	curated	1
UMLS:C0553604	DOID:0090005	curated	1
UMLS:C0553604	DOID:450	curated	1
UMLS:C0553707	DOID:305	curated	1
UMLS:C0553718	DOID:2972	curated	1
UMLS:C0553723	DOID:3151	curated	1
UMLS:C0553730	DOID:0111063	curated	1
UMLS:C0553730	DOID:1156	curated	1
UMLS:C0553980	DOID:12932	curated	1
UMLS:C0555198	DOID:3070	curated	1
UMLS:C0558355	DOID:8858	curated	1
UMLS:C0558356	DOID:1752	curated	1
UMLS:C0559460	DOID:5718	curated	1
UMLS:C0559469	DOID:4377	curated	1
UMLS:C0559470	DOID:4378	curated	1
UMLS:C0563211	DOID:6126	curated	1
UMLS:C0563211	DOID:7173	curated	1
UMLS:C0566602	DOID:0060643	curated	1
UMLS:C0566602	DOID:14268	curated	1
UMLS:C0574080	DOID:0050799	curated	1
UMLS:C0574083	DOID:0050476	curated	1
UMLS:C0574084	DOID:0110004	curated	1
UMLS:C0575158	DOID:0060249	curated	1
UMLS:C0577620	DOID:4379	curated	1
UMLS:C0585129	DOID:12341	curated	1
UMLS:C0585213	DOID:9663	curated	1
UMLS:C0585274	DOID:2987	curated	1
UMLS:C0585442	DOID:3376	curated	1
UMLS:C0585474	DOID:3368	curated	1
UMLS:C0585475	DOID:5376	curated	1
UMLS:C0587248	DOID:0050469	curated	1
UMLS:C0588125	DOID:2701	curated	1
UMLS:C0588125	DOID:2702	curated	1
UMLS:C0588125	DOID:314	curated	1
UMLS:C0595989	DOID:2596	curated	1
UMLS:C0595989	DOID:2600	curated	1
UMLS:C0595995	DOID:0060250	curated	1
UMLS:C0596170	DOID:12129	curated	1
UMLS:C0598226	DOID:0060713	curated	1
UMLS:C0598608	DOID:9279	curated	1
UMLS:C0598790	DOID:2784	curated	1
UMLS:C0598798	DOID:0060058	curated	1
UMLS:C0598894	DOID:0060597	curated	1
UMLS:C0598894	DOID:8527	curated	1
UMLS:C0598894	DOID:8593	curated	1
UMLS:C0598894	DOID:8692	curated	1
UMLS:C0599035	DOID:1415	curated	1
UMLS:C0599973	DOID:0060861	curated	1
UMLS:C0599973	DOID:0110949	curated	1
UMLS:C0600040	DOID:1678	curated	1
UMLS:C0600066	DOID:3016	curated	1
UMLS:C0600079	DOID:4939	curated	1
UMLS:C0600113	DOID:0080369	curated	1
UMLS:C0600113	DOID:192	curated	1
UMLS:C0600114	DOID:192	curated	1
UMLS:C0600139	DOID:10286	curated	1
UMLS:C0600228	DOID:0060319	curated	1
UMLS:C0600260	DOID:2320	curated	1
UMLS:C0600298	DOID:824	curated	1
UMLS:C0600298	DOID:9893	curated	1
UMLS:C0600327	DOID:14115	curated	1
UMLS:C0600336	DOID:8508	curated	1
UMLS:C0600336	DOID:8573	curated	1
UMLS:C0600359	DOID:8725	curated	1
UMLS:C0600427	DOID:9975	curated	1
UMLS:C0600452	DOID:900	curated	1
UMLS:C0600502	DOID:484	curated	1
UMLS:C0677055	DOID:1294	curated	1
UMLS:C0677607	DOID:7188	curated	1
UMLS:C0677608	DOID:255	curated	1
UMLS:C0677608	DOID:277	curated	1
UMLS:C0677776	DOID:5683	curated	1
UMLS:C0677779	DOID:5183	curated	1
UMLS:C0677865	DOID:4202	curated	1
UMLS:C0677866	DOID:4203	curated	1
UMLS:C0677886	DOID:2394	curated	1
UMLS:C0677886	DOID:4001	curated	1
UMLS:C0678189	DOID:0090105	curated	1
UMLS:C0678189	DOID:13810	curated	1
UMLS:C0678201	DOID:0060188	curated	1
UMLS:C0678201	DOID:0060191	curated	1
UMLS:C0678213	DOID:3590	curated	1
UMLS:C0678222	DOID:3459	curated	1
UMLS:C0684249	DOID:1324	curated	1
UMLS:C0684249	DOID:3905	curated	1
UMLS:C0684337	DOID:171	curated	1
UMLS:C0684337	DOID:3369	curated	1
UMLS:C0684354	DOID:3896	curated	1
UMLS:C0684354	DOID:5442	curated	1
UMLS:C0684743	DOID:1115	curated	1
UMLS:C0684743	DOID:4045	curated	1
UMLS:C0685201	DOID:256	curated	1
UMLS:C0685837	DOID:14450	curated	1
UMLS:C0685838	DOID:0050857	curated	1
UMLS:C0685894	DOID:2012	curated	1
UMLS:C0685938	DOID:3119	curated	1
UMLS:C0686353	DOID:11724	curated	1
UMLS:C0686353	DOID:11727	curated	1
UMLS:C0687120	DOID:0050576	curated	1
UMLS:C0687120	DOID:12712	curated	1
UMLS:C0687140	DOID:471	curated	1
UMLS:C0687149	DOID:3763	curated	1
UMLS:C0687150	DOID:1540	curated	1
UMLS:C0687154	DOID:0060229	curated	1
UMLS:C0687154	DOID:0060232	curated	1
UMLS:C0687154	DOID:0060316	curated	1
UMLS:C0687154	DOID:0060359	curated	1
UMLS:C0687154	DOID:0060380	curated	1
UMLS:C0687154	DOID:0090001	curated	1
UMLS:C0687154	DOID:0110716	curated	1
UMLS:C0687154	DOID:0110717	curated	1
UMLS:C0687154	DOID:0110718	curated	1
UMLS:C0687154	DOID:0110719	curated	1
UMLS:C0687154	DOID:13501	curated	1
UMLS:C0687154	DOID:2907	curated	1
UMLS:C0687154	DOID:4258	curated	1
UMLS:C0687720	DOID:12388	curated	1
UMLS:C0687720	DOID:9409	curated	1
UMLS:C0687751	DOID:1386	curated	1
UMLS:C0694548	DOID:12323	curated	1
UMLS:C0699739	DOID:2491	curated	1
UMLS:C0699741	DOID:9883	curated	1
UMLS:C0699743	DOID:0050557	curated	1
UMLS:C0699790	DOID:1520	curated	1
UMLS:C0699791	DOID:10534	curated	1
UMLS:C0699791	DOID:5517	curated	1
UMLS:C0699885	DOID:4007	curated	1
UMLS:C0699889	DOID:120	curated	1
UMLS:C0699893	DOID:3451	curated	1
UMLS:C0700053	DOID:0110307	curated	1
UMLS:C0700053	DOID:11984	curated	1
UMLS:C0700095	DOID:769	curated	1
UMLS:C0700110	DOID:2762	curated	1
UMLS:C0700251	DOID:10383	curated	1
UMLS:C0700251	DOID:3103	curated	1
UMLS:C0700251	DOID:3689	curated	1
UMLS:C0700251	DOID:3690	curated	1
UMLS:C0700251	DOID:8443	curated	1
UMLS:C0700299	DOID:0111363	curated	1
UMLS:C0700345	DOID:2272	curated	1
UMLS:C0700367	DOID:4794	curated	1
UMLS:C0700501	DOID:9649	curated	1
UMLS:C0700594	DOID:4306	curated	1
UMLS:C0700595	DOID:0060160	curated	1
UMLS:C0700595	DOID:12376	curated	1
UMLS:C0700595	DOID:13137	curated	1
UMLS:C0700613	DOID:14320	curated	1
UMLS:C0700635	DOID:0080028	curated	1
UMLS:C0700639	DOID:12638	curated	1
UMLS:C0701163	DOID:0050811	curated	1
UMLS:C0701818	DOID:11755	curated	1
UMLS:C0702135	DOID:2800	curated	1
UMLS:C0702159	DOID:0060479	curated	1
UMLS:C0702159	DOID:1342	curated	1
UMLS:C0702166	DOID:6543	curated	1
UMLS:C0728936	DOID:1287	curated	1
UMLS:C0729264	DOID:0111144	curated	1
UMLS:C0729346	DOID:8125	curated	1
UMLS:C0729582	DOID:0111358	curated	1
UMLS:C0729608	DOID:10779	curated	1
UMLS:C0729771	DOID:2275	curated	1
UMLS:C0729842	DOID:9820	curated	1
UMLS:C0730278	DOID:8946	curated	1
UMLS:C0730285	DOID:9191	curated	1
UMLS:C0730295	DOID:0060746	curated	1
UMLS:C0733682	DOID:0050445	curated	1
UMLS:C0740083	DOID:2599	curated	1
UMLS:C0740277	DOID:4896	curated	1
UMLS:C0740277	DOID:4897	curated	1
UMLS:C0740277	DOID:4947	curated	1
UMLS:C0740302	DOID:0090016	curated	1
UMLS:C0740372	DOID:903	curated	1
UMLS:C0740392	DOID:3525	curated	1
UMLS:C0740394	DOID:1920	curated	1
UMLS:C0740451	DOID:3265	curated	1
UMLS:C0740457	DOID:263	curated	1
UMLS:C0740479	DOID:3352	curated	1
UMLS:C0740487	DOID:1357	curated	1
UMLS:C0741160	DOID:3627	curated	1
UMLS:C0742115	DOID:3431	curated	1
UMLS:C0742343	DOID:1584	curated	1
UMLS:C0743086	DOID:4397	curated	1
UMLS:C0743332	DOID:0050836	curated	1
UMLS:C0744421	DOID:4784	curated	1
UMLS:C0745103	DOID:13810	curated	1
UMLS:C0745754	DOID:13404	curated	1
UMLS:C0747273	DOID:9036	curated	1
UMLS:C0748012	DOID:13206	curated	1
UMLS:C0748540	DOID:1577	curated	1
UMLS:C0748607	DOID:1826	curated	1
UMLS:C0748616	DOID:3643	curated	1
UMLS:C0749163	DOID:7587	curated	1
UMLS:C0749420	DOID:0050328	curated	1
UMLS:C0749420	DOID:0070123	curated	1
UMLS:C0749420	DOID:0070124	curated	1
UMLS:C0749420	DOID:0070125	curated	1
UMLS:C0749420	DOID:0070126	curated	1
UMLS:C0749420	DOID:0070127	curated	1
UMLS:C0749420	DOID:0070128	curated	1
UMLS:C0749420	DOID:0111140	curated	1
UMLS:C0749424	DOID:8161	curated	1
UMLS:C0750887	DOID:3953	curated	1
UMLS:C0750927	DOID:0111275	curated	1
UMLS:C0750935	DOID:3069	curated	1
UMLS:C0750952	DOID:4607	curated	1
UMLS:C0750974	DOID:1319	curated	1
UMLS:C0750979	DOID:1319	curated	1
UMLS:C0751036	DOID:0070162	curated	1
UMLS:C0751036	DOID:0110152	curated	1
UMLS:C0751037	DOID:2962	curated	1
UMLS:C0751038	DOID:2962	curated	1
UMLS:C0751039	DOID:2962	curated	1
UMLS:C0751083	DOID:12557	curated	1
UMLS:C0751084	DOID:0060747	curated	1
UMLS:C0751122	DOID:0080422	curated	1
UMLS:C0751156	DOID:14261	curated	1
UMLS:C0751161	DOID:0111458	curated	1
UMLS:C0751202	DOID:9263	curated	1
UMLS:C0751226	DOID:8619	curated	1
UMLS:C0751254	DOID:11949	curated	1
UMLS:C0751265	DOID:1059	curated	1
UMLS:C0751265	DOID:8927	curated	1
UMLS:C0751267	DOID:3652	curated	1
UMLS:C0751273	DOID:10587	curated	1
UMLS:C0751276	DOID:10581	curated	1
UMLS:C0751278	DOID:10581	curated	1
UMLS:C0751279	DOID:10581	curated	1
UMLS:C0751285	DOID:9269	curated	1
UMLS:C0751291	DOID:0050902	curated	1
UMLS:C0751303	DOID:6114	curated	1
UMLS:C0751304	DOID:6869	curated	1
UMLS:C0751316	DOID:0060326	curated	1
UMLS:C0751336	DOID:0111078	curated	1
UMLS:C0751336	DOID:11720	curated	1
UMLS:C0751337	DOID:0060253	curated	1
UMLS:C0751337	DOID:0070246	curated	1
UMLS:C0751360	DOID:2106	curated	1
UMLS:C0751362	DOID:8986	curated	1
UMLS:C0751383	DOID:0110720	curated	1
UMLS:C0751383	DOID:0110721	curated	1
UMLS:C0751383	DOID:0110722	curated	1
UMLS:C0751383	DOID:0110723	curated	1
UMLS:C0751383	DOID:0110724	curated	1
UMLS:C0751383	DOID:0110725	curated	1
UMLS:C0751383	DOID:0110726	curated	1
UMLS:C0751383	DOID:0110727	curated	1
UMLS:C0751383	DOID:0110728	curated	1
UMLS:C0751383	DOID:0110729	curated	1
UMLS:C0751383	DOID:0110730	curated	1
UMLS:C0751383	DOID:0110731	curated	1
UMLS:C0751383	DOID:0110732	curated	1
