n1	n2	evidence	score
UMLS:C4539903	DOID:0080273	curated	1
UMLS:C4539919	DOID:0080274	curated	1
UMLS:C4539937	DOID:0080275	curated	1
UMLS:C4539942	DOID:0080280	curated	1
UMLS:C4539944	DOID:0080281	curated	1
UMLS:C4539948	DOID:0080260	curated	1
UMLS:C4539951	DOID:0080238	curated	1
UMLS:C4539954	DOID:0080261	curated	1
UMLS:C4539964	DOID:0080262	curated	1
UMLS:C4539968	DOID:0060549	curated	1
UMLS:C4539976	DOID:0060550	curated	1
UMLS:C4539985	DOID:0060551	curated	1
UMLS:C4539991	DOID:0070163	curated	1
UMLS:C4539997	DOID:0080263	curated	1
UMLS:C4540020	DOID:0060556	curated	1
UMLS:C4540029	DOID:0111492	curated	1
UMLS:C4540034	DOID:0080282	curated	1
UMLS:C4540036	DOID:0111407	curated	1
UMLS:C4540040	DOID:0111406	curated	1
UMLS:C4540052	DOID:0060562	curated	1
UMLS:C4540127	DOID:0080346	curated	1
UMLS:C4540141	DOID:0080497	curated	1
UMLS:C4540171	DOID:0070002	curated	1
UMLS:C4540179	DOID:0070177	curated	1
UMLS:C4540185	DOID:0070181	curated	1
UMLS:C4540188	DOID:0060577	curated	1
UMLS:C4540192	DOID:0060578	curated	1
UMLS:C4540199	DOID:0080472	curated	1
UMLS:C4540209	DOID:0111495	curated	1
UMLS:C4540232	DOID:0060583	curated	1
UMLS:C4540251	DOID:0070302	curated	1
UMLS:C4540265	DOID:0111212	curated	1
UMLS:C4540265	DOID:0060585	curated	1
UMLS:C4540266	DOID:0080245	curated	1
UMLS:C4540270	DOID:0080246	curated	1
UMLS:C4540274	DOID:0080247	curated	1
UMLS:C4540277	DOID:0060589	curated	1
UMLS:C4540293	DOID:0060591	curated	1
UMLS:C4540299	DOID:0080538	curated	1
UMLS:C4540299	DOID:0060592	curated	1
UMLS:C4540321	DOID:0080235	curated	1
UMLS:C4540324	DOID:0080234	curated	1
UMLS:C4540342	DOID:0080278	curated	1
UMLS:C4540345	DOID:0111221	curated	1
UMLS:C4540355	DOID:0080277	curated	1
UMLS:C4540389	DOID:0080279	curated	1
UMLS:C4540400	DOID:0080287	curated	1
UMLS:C4540404	DOID:0080288	curated	1
UMLS:C4540411	DOID:0080284	curated	1
UMLS:C4540424	DOID:0080239	curated	1
UMLS:C4540434	DOID:0060611	curated	1
UMLS:C4540453	DOID:0080272	curated	1
UMLS:C4540470	DOID:0080233	curated	1
UMLS:C4540474	DOID:0080232	curated	1
UMLS:C4540478	DOID:0080231	curated	1
UMLS:C4540481	DOID:0080228	curated	1
UMLS:C4540484	DOID:0080230	curated	1
UMLS:C4540488	DOID:0070281	curated	1
UMLS:C4540499	DOID:0080297	curated	1
UMLS:C4540559	DOID:0080265	curated	1
UMLS:C4551472	DOID:11984	curated	1
UMLS:C4551474	DOID:0070007	curated	1
UMLS:C4551475	DOID:0060766	curated	1
UMLS:C4551476	DOID:0060254	curated	1
UMLS:C4551477	DOID:14748	curated	1
UMLS:C4551478	DOID:0080076	curated	1
UMLS:C4551479	DOID:0090005	curated	1
UMLS:C4551480	DOID:0111405	curated	1
UMLS:C4551481	DOID:0050887	curated	1
UMLS:C4551482	DOID:0060227	curated	1
UMLS:C4551483	DOID:0060756	curated	1
UMLS:C4551484	DOID:0080548	curated	1
UMLS:C4551486	DOID:0111195	curated	1
UMLS:C4551495	DOID:0050949	curated	1
UMLS:C4551496	DOID:0060062	curated	1
UMLS:C4551497	DOID:14775	curated	1
UMLS:C4551501	DOID:0050639	curated	1
UMLS:C4551503	DOID:1062	curated	1
UMLS:C4551504	DOID:0070094	curated	1
UMLS:C4551506	DOID:0090049	curated	1
UMLS:C4551507	DOID:11211	curated	1
UMLS:C4551507	DOID:11212	curated	1
UMLS:C4551509	DOID:2842	curated	1
UMLS:C4551510	DOID:0060234	curated	1
UMLS:C4551511	DOID:0060063	curated	1
UMLS:C4551514	DOID:0110921	curated	1
UMLS:C4551515	DOID:0060386	curated	1
UMLS:C4551519	DOID:10865	curated	1
UMLS:C4551527	DOID:0111128	curated	1
UMLS:C4551538	DOID:9544	curated	1
UMLS:C4551546	DOID:711	curated	1
UMLS:C4551549	DOID:0080422	curated	1
UMLS:C4551551	DOID:0050542	curated	1
UMLS:C4551552	DOID:0050997	curated	1
UMLS:C4551557	DOID:0090008	curated	1
UMLS:C4551558	DOID:0060466	curated	1
UMLS:C4551559	DOID:0050576	curated	1
UMLS:C4551568	DOID:0050777	curated	1
UMLS:C4551568	DOID:0110980	curated	1
UMLS:C4551572	DOID:0080109	curated	1
UMLS:C4551589	DOID:13922	curated	1
UMLS:C4551595	DOID:12236	curated	1
UMLS:C4551602	DOID:0060578	curated	1
UMLS:C4551602	DOID:3490	curated	1
UMLS:C4551624	DOID:0060230	curated	1
UMLS:C4551627	DOID:1227	curated	1
UMLS:C4551627	DOID:12987	curated	1
UMLS:C4551630	DOID:0060656	curated	1
UMLS:C4551633	DOID:10584	curated	1
UMLS:C4551633	DOID:11105	curated	1
UMLS:C4551635	DOID:13909	curated	1
UMLS:C4551637	DOID:0060652	curated	1
UMLS:C4551637	DOID:10780	curated	1
UMLS:C4551642	DOID:9053	curated	1
UMLS:C4551647	DOID:0110644	curated	1
UMLS:C4551647	DOID:2843	curated	1
UMLS:C4551675	DOID:0050428	curated	1
UMLS:C4551675	DOID:3390	curated	1
UMLS:C4551679	DOID:14283	curated	1
UMLS:C4551681	DOID:1474	curated	1
UMLS:C4551685	DOID:10481	curated	1
UMLS:C4551686	DOID:1115	curated	1
UMLS:C4551693	DOID:0110629	curated	1
UMLS:C4551702	DOID:0111423	curated	1
UMLS:C4551720	DOID:0110594	curated	1
UMLS:C4551720	DOID:9562	curated	1
UMLS:C4551721	DOID:0050857	curated	1
UMLS:C4551767	DOID:13910	curated	1
UMLS:C4551768	DOID:0111035	curated	1
UMLS:C4551769	DOID:0060169	curated	1
UMLS:C4551772	DOID:0060364	curated	1
UMLS:C4551774	DOID:0060464	curated	1
UMLS:C4551776	DOID:0060571	curated	1
UMLS:C4551804	DOID:0110218	curated	1
UMLS:C4551824	DOID:0110712	curated	1
UMLS:C4551825	DOID:13382	curated	1
UMLS:C4551826	DOID:0050794	curated	1
UMLS:C4551851	DOID:0080505	curated	1
UMLS:C4551854	DOID:9955	curated	1
UMLS:C4551856	DOID:0110085	curated	1
UMLS:C4551858	DOID:9620	curated	1
UMLS:C4551859	DOID:1933	curated	1
UMLS:C4551861	DOID:1270	curated	1
UMLS:C4551862	DOID:678	curated	1
UMLS:C4551863	DOID:678	curated	1
UMLS:C4551864	DOID:0060239	curated	1
UMLS:C4551884	DOID:980	curated	1
UMLS:C4551893	DOID:10591	curated	1
UMLS:C4551895	DOID:0090062	curated	1
UMLS:C4551898	DOID:0070226	curated	1
UMLS:C4551899	DOID:0070231	curated	1
UMLS:C4551901	DOID:12185	curated	1
UMLS:C4551902	DOID:2340	curated	1
UMLS:C4551903	DOID:4297	curated	1
UMLS:C4551904	DOID:4297	curated	1
UMLS:C4551905	DOID:4297	curated	1
UMLS:C4551906	DOID:0050144	curated	1
UMLS:C4551906	DOID:0110594	curated	1
UMLS:C4551906	DOID:9562	curated	1
UMLS:C4551910	DOID:12842	curated	1
UMLS:C4551950	DOID:0080585	curated	1
UMLS:C4551951	DOID:0111385	curated	1
UMLS:C4551952	DOID:0111223	curated	1
UMLS:C4551953	DOID:0050661	curated	1
UMLS:C4551954	DOID:0060696	curated	1
UMLS:C4551955	DOID:0070235	curated	1
UMLS:C4551957	DOID:0060748	curated	1
UMLS:C4551958	DOID:0111185	curated	1
UMLS:C4551960	DOID:0070186	curated	1
UMLS:C4551961	DOID:13543	curated	1
UMLS:C4551962	DOID:2280	curated	1
UMLS:C4551965	DOID:0050640	curated	1
UMLS:C4551968	DOID:0050453	curated	1
UMLS:C4551969	DOID:0050454	curated	1
UMLS:C4551971	DOID:0110942	curated	1
UMLS:C4551973	DOID:0070198	curated	1
UMLS:C4551973	DOID:0070199	curated	1
UMLS:C4551974	DOID:0070014	curated	1
UMLS:C4551976	DOID:0110698	curated	1
UMLS:C4551977	DOID:0060835	curated	1
UMLS:C4551977	DOID:0060836	curated	1
UMLS:C4551977	DOID:0060838	curated	1
UMLS:C4551977	DOID:0060839	curated	1
UMLS:C4551977	DOID:0060840	curated	1
UMLS:C4551977	DOID:0060841	curated	1
UMLS:C4551977	DOID:0060842	curated	1
UMLS:C4551979	DOID:0111112	curated	1
UMLS:C4551982	DOID:0111415	curated	1
UMLS:C4551984	DOID:0111353	curated	1
UMLS:C4551985	DOID:0050644	curated	1
UMLS:C4551988	DOID:0080345	curated	1
UMLS:C4551990	DOID:0111062	curated	1
UMLS:C4551992	DOID:0060648	curated	1
UMLS:C4551995	DOID:0080119	curated	1
UMLS:C4551998	DOID:0090125	curated	1
UMLS:C4551999	DOID:0060866	curated	1
UMLS:C4552000	DOID:0090053	curated	1
UMLS:C4552001	DOID:0080512	curated	1
UMLS:C4552002	DOID:0050475	curated	1
UMLS:C4552003	DOID:0050802	curated	1
UMLS:C4552004	DOID:0070197	curated	1
UMLS:C4552004	DOID:11720	curated	1
UMLS:C4552030	DOID:0110605	curated	1
UMLS:C4552043	DOID:0090130	curated	1
UMLS:C4552048	DOID:14221	curated	1
UMLS:C4552049	DOID:0050428	curated	1
UMLS:C4552070	DOID:14557	curated	1
UMLS:C4552072	DOID:0080468	curated	1
UMLS:C4552078	DOID:0050656	curated	1
UMLS:C4552079	DOID:5426	curated	1
UMLS:C4552089	DOID:0090107	curated	1
UMLS:C4552089	DOID:0090109	curated	1
UMLS:C4552092	DOID:0060256	curated	1
UMLS:C4552097	DOID:0111530	curated	1
UMLS:C4552100	DOID:3883	curated	1
UMLS:C4552122	DOID:14720	curated	1
UMLS:C4554007	DOID:12270	curated	1
UMLS:C4692546	DOID:13270	curated	1
UMLS:C4692564	DOID:0111063	curated	1
UMLS:C4692625	DOID:0060479	curated	1
UMLS:C4692954	DOID:0060685	curated	1
UMLS:C4693362	DOID:0080471	curated	1
UMLS:C4693367	DOID:0080285	curated	1
UMLS:C4693371	DOID:0080227	curated	1
UMLS:C4693376	DOID:0080473	curated	1
UMLS:C4693381	DOID:0080225	curated	1
UMLS:C4693389	DOID:0080226	curated	1
UMLS:C4693390	DOID:0060640	curated	1
UMLS:C4693391	DOID:0060641	curated	1
UMLS:C4693405	DOID:0060642	curated	1
UMLS:C4693420	DOID:0080293	curated	1
UMLS:C4693443	DOID:0080292	curated	1
UMLS:C4693450	DOID:0111497	curated	1
UMLS:C4693466	DOID:0111464	curated	1
UMLS:C4693481	DOID:0060649	curated	1
UMLS:C4693498	DOID:0060650	curated	1
UMLS:C4693509	DOID:0080294	curated	1
UMLS:C4693524	DOID:0080295	curated	1
UMLS:C4693535	DOID:0080296	curated	1
UMLS:C4693550	DOID:0080291	curated	1
UMLS:C4693552	DOID:0080290	curated	1
UMLS:C4693609	DOID:0060670	curated	1
UMLS:C4693613	DOID:0111325	curated	1
UMLS:C4693613	DOID:0060671	curated	1
UMLS:C4693640	DOID:0080289	curated	1
UMLS:C4693663	DOID:0080432	curated	1
UMLS:C4693688	DOID:0080434	curated	1
UMLS:C4693699	DOID:0080420	curated	1
UMLS:C4693722	DOID:0111482	curated	1
UMLS:C4693741	DOID:0070332	curated	1
UMLS:C4693799	DOID:0060702	curated	1
UMLS:C4693810	DOID:0080426	curated	1
UMLS:C4693816	DOID:0060704	curated	1
UMLS:C4693824	DOID:0060707	curated	1
UMLS:C4693848	DOID:0060711	curated	1
UMLS:C4693860	DOID:0060712	curated	1
UMLS:C4693863	DOID:0060714	curated	1
UMLS:C4693864	DOID:0060715	curated	1
UMLS:C4693905	DOID:0060720	curated	1
UMLS:C4693925	DOID:0080430	curated	1
UMLS:C4693974	DOID:0050715	curated	1
UMLS:C4706552	DOID:9620	curated	1
UMLS:C4707243	DOID:14004	curated	1
UMLS:C4707825	DOID:0060613	curated	1
UMLS:C4707828	DOID:0060409	curated	1
UMLS:C4721429	DOID:3969	curated	1
UMLS:C4721436	DOID:0110195	curated	1
UMLS:C4721437	DOID:0110195	curated	1
UMLS:C4721438	DOID:988	curated	1
UMLS:C4721444	DOID:8584	curated	1
UMLS:C4721453	DOID:574	curated	1
UMLS:C4721453	DOID:870	curated	1
UMLS:C4721505	DOID:8683	curated	1
UMLS:C4721508	DOID:0050156	curated	1
UMLS:C4721508	DOID:2797	curated	1
UMLS:C4721508	DOID:2800	curated	1
UMLS:C4721509	DOID:0050156	curated	1
UMLS:C4721530	DOID:4535	curated	1
UMLS:C4721531	DOID:3261	curated	1
UMLS:C4721532	DOID:0060060	curated	1
UMLS:C4721541	DOID:0080476	curated	1
UMLS:C4721555	DOID:2048	curated	1
UMLS:C4721610	DOID:4001	curated	1
UMLS:C4721769	DOID:9273	curated	1
UMLS:C4721806	DOID:2513	curated	1
UMLS:C4721845	DOID:14323	curated	1
UMLS:C4721885	DOID:0110305	curated	1
UMLS:C4721886	DOID:0080095	curated	1
UMLS:C4721887	DOID:0110155	curated	1
UMLS:C4721889	DOID:0070168	curated	1
UMLS:C4721890	DOID:0110235	curated	1
UMLS:C4721891	DOID:0060881	curated	1
UMLS:C4721893	DOID:0090112	curated	1
UMLS:C4721916	DOID:0080067	curated	1
UMLS:C4721916	DOID:2476	curated	1
UMLS:C4721952	DOID:0050156	curated	1
UMLS:C4722227	DOID:2235	curated	1
UMLS:C4722305	DOID:0080594	curated	1
UMLS:C4722327	DOID:10283	curated	1
UMLS:C4722330	DOID:0070124	curated	1
UMLS:C4722330	DOID:11633	curated	1
UMLS:C4722480	DOID:0090064	curated	1
UMLS:C4722524	DOID:175	curated	1
UMLS:C4746547	DOID:0110032	curated	1
UMLS:C4746745	DOID:0110033	curated	1
UMLS:C4746777	DOID:0090145	curated	1
UMLS:C4746970	DOID:0060455	curated	1
UMLS:C4746986	DOID:0110034	curated	1
UMLS:C4747646	DOID:0070208	curated	1
UMLS:C4747658	DOID:0110090	curated	1
UMLS:C4747737	DOID:0110419	curated	1
UMLS:C4747769	DOID:0070209	curated	1
UMLS:C4747923	DOID:0060732	curated	1
UMLS:C4747940	DOID:0060733	curated	1
UMLS:C4748041	DOID:0060745	curated	1
UMLS:C4748070	DOID:0080446	curated	1
UMLS:C4748081	DOID:0060752	curated	1
UMLS:C4748084	DOID:0080498	curated	1
UMLS:C4748120	DOID:0060758	curated	1
UMLS:C4748127	DOID:0060759	curated	1
UMLS:C4748135	DOID:0060760	curated	1
UMLS:C4748137	DOID:0060761	curated	1
UMLS:C4748152	DOID:0060763	curated	1
UMLS:C4748184	DOID:0111524	curated	1
UMLS:C4748263	DOID:0080499	curated	1
UMLS:C4748435	DOID:0060873	curated	1
UMLS:C4748545	DOID:0080392	curated	1
UMLS:C4748549	DOID:0080393	curated	1
UMLS:C4748552	DOID:0080394	curated	1
UMLS:C4748579	DOID:0060778	curated	1
UMLS:C4748626	DOID:0080500	curated	1
UMLS:C4748927	DOID:0111403	curated	1
UMLS:C4748930	DOID:0080582	curated	1
UMLS:C4748969	DOID:0080595	curated	1
UMLS:C4749142	DOID:350	curated	1
UMLS:C4749147	DOID:0110195	curated	1
UMLS:C4749273	DOID:0060749	curated	1
UMLS:C4749273	DOID:0060750	curated	1
UMLS:C4749273	DOID:0060752	curated	1
UMLS:C4749653	DOID:0111199	curated	1
UMLS:C4750855	DOID:0111476	curated	1
UMLS:C4755264	DOID:0110799	curated	1
UMLS:C4755264	DOID:0110802	curated	1
UMLS:C4755264	DOID:0110803	curated	1
UMLS:C4755264	DOID:0110804	curated	1
UMLS:C4757950	DOID:0050768	curated	1
UMLS:C4757950	DOID:0060332	curated	1
UMLS:C4757950	DOID:0060333	curated	1
MESH:D006394	DOID:0001816	curated	1
MESH:D011625	DOID:0002116	curated	1
MESH:D008659	DOID:0014667	curated	1
UMLS:C0004058	DOID:0040002	curated	1
UMLS:C0571411	DOID:0040003	curated	1
UMLS:C0571417	DOID:0040004	curated	1
UMLS:C0571463	DOID:0040005	curated	1
UMLS:C0570787	DOID:0040006	curated	1
UMLS:C0570646	DOID:0040009	curated	1
UMLS:C0570785	DOID:0040011	curated	1
UMLS:C0570789	DOID:0040012	curated	1
UMLS:C0570577	DOID:0040013	curated	1
UMLS:C0038757	DOID:0040015	curated	1
UMLS:C0570633	DOID:0040018	curated	1
UMLS:C0571922	DOID:0040019	curated	1
UMLS:C0571457	DOID:0040020	curated	1
UMLS:C0571444	DOID:0040021	curated	1
UMLS:C0571303	DOID:0040022	curated	1
UMLS:C0571453	DOID:0040023	curated	1
UMLS:C0571458	DOID:0040024	curated	1
UMLS:C0571454	DOID:0040025	curated	1
UMLS:C0571344	DOID:0040026	curated	1
UMLS:C0570670	DOID:0040027	curated	1
UMLS:C0571140	DOID:0040028	curated	1
UMLS:C0571390	DOID:0040029	curated	1
UMLS:C0571460	DOID:0040030	curated	1
UMLS:C0570540	DOID:0040031	curated	1
UMLS:C0571443	DOID:0040032	curated	1
UMLS:C0571427	DOID:0040033	curated	1
UMLS:C0571149	DOID:0040034	curated	1
UMLS:C0570587	DOID:0040035	curated	1
UMLS:C0571147	DOID:0040036	curated	1
UMLS:C0571476	DOID:0040037	curated	1
UMLS:C0571102	DOID:0040057	curated	1
UMLS:C0570547	DOID:0040060	curated	1
UMLS:C0571881	DOID:0040065	curated	1
UMLS:C0570673	DOID:0040066	curated	1
UMLS:C1443961	DOID:0040067	curated	1
UMLS:C0571504	DOID:0040070	curated	1
UMLS:C0571155	DOID:0040071	curated	1
UMLS:C0571339	DOID:0040074	curated	1
UMLS:C0571482	DOID:0040076	curated	1
UMLS:C0571145	DOID:0040078	curated	1
MESH:D000081012	DOID:0040091	curated	1
ORPHA:231111	DOID:0040093	curated	1
UMLS:C0263591	DOID:0040093	curated	1
MESH:D006559	DOID:0040098	curated	1
UMLS:C0578661	DOID:0050004	curated	1
MESH:D004887	DOID:0050061	curated	1
UMLS:C0001485	DOID:0050117	curated	1
MESH:D004670	DOID:0050118	curated	1
UMLS:C0014053	DOID:0050118	curated	1
MESH:D051359	DOID:0050120	curated	1
ORPHA:540	DOID:0050120	curated	1
UMLS:C0149512	DOID:0050127	curated	1
MESH:D010854	DOID:0050133	curated	1
UMLS:C0031898	DOID:0050133	curated	1
UMLS:C2980104	DOID:0050133	curated	1
MESH:D004604	DOID:0050138	curated	1
MESH:D007619	DOID:0050144	curated	1
MESH:D059249	DOID:0050147	curated	1
UMLS:C0155811	DOID:0050148	curated	1
UMLS:C0155837	DOID:0050148	curated	1
MESH:D011015	DOID:0050152	curated	1
EFO:0000768	DOID:0050156	curated	1
MESH:D054990	DOID:0050156	curated	1
OMIM:178500	DOID:0050156	curated	1
MESH:D018549	DOID:0050157	curated	1
MESH:C562470	DOID:0050158	curated	1
OMIM:263000	DOID:0050158	curated	1
UMLS:C0029581	DOID:0050161	curated	1
UMLS:C0152828	DOID:0050166	curated	1
OMIM:240300	DOID:0050167	curated	1
OMIM:269200	DOID:0050168	curated	1
MESH:D004675	DOID:0050175	curated	1
UMLS:C0014054	DOID:0050175	curated	1
MESH:D004892	DOID:0050185	curated	1
MESH:D015624	DOID:0050214	curated	1
MESH:D058285	DOID:0050266	curated	1
MESH:D014247	DOID:0050269	curated	1
MESH:D060585	DOID:0050289	curated	1
MESH:D060586	DOID:0050290	curated	1
MESH:D000839	DOID:0050304	curated	1
MESH:D003409	DOID:0050328	curated	1
OMIM:149730	DOID:0050331	curated	1
MESH:C564243	DOID:0050335	curated	1
OMIM:608415	DOID:0050335	curated	1
ORPHA:75374	DOID:0050335	curated	1
MESH:D017674	DOID:0050336	curated	1
OMIM:144700	DOID:0050387	curated	1
MESH:C572568	DOID:0050419	curated	1
OMIM:610984	DOID:0050419	curated	1
MESH:D011125	DOID:0050424	curated	1
ORPHA:733	DOID:0050424	curated	1
EFO:0004270	DOID:0050425	curated	1
MESH:D012148	DOID:0050425	curated	1
EFO:0004276	DOID:0050426	curated	1
MESH:D013262	DOID:0050426	curated	1
MESH:D014983	DOID:0050427	curated	1
ORPHA:910	DOID:0050427	curated	1
MESH:D015776	DOID:0050428	curated	1
OMIM:600962	DOID:0050428	curated	1
OMIM:613000	DOID:0050428	curated	1
OMIM:615735	DOID:0050428	curated	1
ORPHA:2337	DOID:0050428	curated	1
MESH:D016506	DOID:0050429	curated	1
OMIM:169600	DOID:0050429	curated	1
MESH:D018813	DOID:0050430	curated	1
OMIM:171400	DOID:0050430	curated	1
ORPHA:247698	DOID:0050430	curated	1
MESH:D019571	DOID:0050431	curated	1
ORPHA:217656	DOID:0050431	curated	1
ORPHA:247	DOID:0050431	curated	1
MESH:D020817	DOID:0050432	curated	1
OMIM:608631	DOID:0050432	curated	1
OMIM:608638	DOID:0050432	curated	1
OMIM:608781	DOID:0050432	curated	1
OMIM:609954	DOID:0050432	curated	1
MESH:D034062	DOID:0050433	curated	1
OMIM:600072	DOID:0050433	curated	1
MESH:D050030	DOID:0050434	curated	1
OMIM:170390	DOID:0050434	curated	1
ORPHA:37553	DOID:0050434	curated	1
MESH:D050336	DOID:0050436	curated	1
OMIM:253250	DOID:0050436	curated	1
ORPHA:2576	DOID:0050436	curated	1
MESH:D052120	DOID:0050437	curated	1
OMIM:300257	DOID:0050437	curated	1
MESH:D052159	DOID:0050438	curated	1
OMIM:136680	DOID:0050438	curated	1
MESH:D052245	DOID:0050439	curated	1
ORPHA:886	DOID:0050439	curated	1
MESH:D052496	DOID:0050440	curated	1
ORPHA:98306	DOID:0050440	curated	1
MESH:D052517	DOID:0050441	curated	1
OMIM:272200	DOID:0050441	curated	1
MESH:D052919	DOID:0050444	curated	1
OMIM:266510	DOID:0050444	curated	1
MESH:D053098	DOID:0050445	curated	1
OMIM:307800	DOID:0050445	curated	1
MESH:D053529	DOID:0050448	curated	1
OMIM:193900	DOID:0050448	curated	1
OMIM:615785	DOID:0050448	curated	1
ORPHA:171723	DOID:0050448	curated	1
MESH:D053549	DOID:0050449	curated	1
ORPHA:2309	DOID:0050449	curated	1
MESH:D053579	DOID:0050450	curated	1
OMIM:263800	DOID:0050450	curated	1
MESH:D053840	DOID:0050451	curated	1
ORPHA:130	DOID:0050451	curated	1
MESH:D054078	DOID:0050452	curated	1
OMIM:610377	DOID:0050452	curated	1
ORPHA:29	DOID:0050452	curated	1
MESH:D054082	DOID:0050453	curated	1
OMIM:300067	DOID:0050453	curated	1
OMIM:300215	DOID:0050453	curated	1
OMIM:607432	DOID:0050453	curated	1
OMIM:611603	DOID:0050453	curated	1
OMIM:614019	DOID:0050453	curated	1
OMIM:615191	DOID:0050453	curated	1
ORPHA:102009	DOID:0050453	curated	1
MESH:D054091	DOID:0050454	curated	1
OMIM:300049	DOID:0050454	curated	1
OMIM:608097	DOID:0050454	curated	1
OMIM:608098	DOID:0050454	curated	1
OMIM:612881	DOID:0050454	curated	1
OMIM:615544	DOID:0050454	curated	1
ORPHA:98892	DOID:0050454	curated	1
MESH:D054312	DOID:0050456	curated	1
MESH:D054331	DOID:0050457	curated	1
MESH:D054429	DOID:0050458	curated	1
OMIM:607785	DOID:0050458	curated	1
MESH:D054559	DOID:0050459	curated	1
MESH:D054877	DOID:0050460	curated	1
OMIM:194190	DOID:0050460	curated	1
ORPHA:280	DOID:0050460	curated	1
MESH:D054880	DOID:0050461	curated	1
OMIM:208400	DOID:0050461	curated	1
MESH:D054882	DOID:0050462	curated	1
OMIM:201750	DOID:0050462	curated	1
OMIM:207410	DOID:0050462	curated	1
MESH:D055036	DOID:0050463	curated	1
OMIM:114290	DOID:0050463	curated	1
ORPHA:140	DOID:0050463	curated	1
MESH:D055577	DOID:0050464	curated	1
OMIM:228000	DOID:0050464	curated	1
MESH:D055653	DOID:0050465	curated	1
OMIM:158320	DOID:0050465	curated	1
MESH:D055947	DOID:0050466	curated	1
ORPHA:60030	DOID:0050466	curated	1
ORPHA:317	DOID:0050467	curated	1
MESH:D056684	DOID:0050468	curated	1
OMIM:153300	DOID:0050468	curated	1
MESH:D056685	DOID:0050469	curated	1
OMIM:218040	DOID:0050469	curated	1
MESH:D056731	DOID:0050470	curated	1
OMIM:246200	DOID:0050470	curated	1
ORPHA:508	DOID:0050470	curated	1
MESH:D056733	DOID:0050471	curated	1
OMIM:160980	DOID:0050471	curated	1
OMIM:605244	DOID:0050471	curated	1
OMIM:608837	DOID:0050471	curated	1
ORPHA:1359	DOID:0050471	curated	1
MESH:D056734	DOID:0050472	curated	1
OMIM:158000	DOID:0050472	curated	1
OMIM:203800	DOID:0050473	curated	1
MESH:D056770	DOID:0050474	curated	1
OMIM:256500	DOID:0050474	curated	1
ORPHA:634	DOID:0050474	curated	1
MESH:D056846	DOID:0050475	curated	1
OMIM:277600	DOID:0050475	curated	1
OMIM:608328	DOID:0050475	curated	1
OMIM:613195	DOID:0050475	curated	1
OMIM:614819	DOID:0050475	curated	1
ORPHA:3449	DOID:0050475	curated	1
OMIM:302060	DOID:0050476	curated	1
MESH:D056929	DOID:0050477	curated	1
OMIM:177200	DOID:0050477	curated	1
MESH:D005076	DOID:0050486	curated	1
OMIM:138800	DOID:0050489	curated	1
OMIM:300273	DOID:0050489	curated	1
OMIM:606082	DOID:0050489	curated	1
ORPHA:276399	DOID:0050489	curated	1
MESH:D005077	DOID:0050495	curated	1
MESH:D015459	DOID:0050523	curated	1
OMIM:606391	DOID:0050524	curated	1
ORPHA:552	DOID:0050524	curated	1
OMIM:137200	DOID:0050526	curated	1
OMIM:234050	DOID:0050528	curated	1
OMIM:271150	DOID:0050529	curated	1
ORPHA:83420	DOID:0050529	curated	1
OMIM:253550	DOID:0050530	curated	1
MESH:C537743	DOID:0050534	curated	1
ORPHA:215	DOID:0050534	curated	1
ORPHA:891	DOID:0050535	curated	1
OMIM:118230	DOID:0050539	curated	1
OMIM:604484	DOID:0050539	curated	1
ORPHA:64746	DOID:0050539	curated	1
OMIM:145900	DOID:0050540	curated	1
ORPHA:64749	DOID:0050541	curated	1
ORPHA:64747	DOID:0050542	curated	1
OMIM:306955	DOID:0050545	curated	1
OMIM:605376	DOID:0050545	curated	1
OMIM:606325	DOID:0050545	curated	1
OMIM:613751	DOID:0050545	curated	1
OMIM:614779	DOID:0050545	curated	1
ORPHA:450	DOID:0050545	curated	1
OMIM:613743	DOID:0050546	curated	1
OMIM:155240	DOID:0050547	curated	1
OMIM:256040	DOID:0050553	curated	1
ORPHA:324999	DOID:0050553	curated	1
OMIM:301310	DOID:0050554	curated	1
OMIM:254100	DOID:0050557	curated	1
ORPHA:97242	DOID:0050557	curated	1
OMIM:254090	DOID:0050558	curated	1
OMIM:253800	DOID:0050559	curated	1
ORPHA:272	DOID:0050559	curated	1
MESH:D058494	DOID:0050560	curated	1
OMIM:606369	DOID:0050561	curated	1
ORPHA:2382	DOID:0050561	curated	1
MESH:D013036	DOID:0050562	curated	1
ORPHA:3451	DOID:0050562	curated	1
ORPHA:90635	DOID:0050564	curated	1
OMIM:607197	DOID:0050565	curated	1
ORPHA:90636	DOID:0050565	curated	1
ORPHA:90625	DOID:0050566	curated	1
OMIM:122600	DOID:0050568	curated	1
OMIM:277300	DOID:0050568	curated	1
OMIM:608681	DOID:0050568	curated	1
OMIM:609813	DOID:0050568	curated	1
OMIM:613686	DOID:0050568	curated	1
ORPHA:1797	DOID:0050568	curated	1
ORPHA:2311	DOID:0050568	curated	1
ORPHA:808	DOID:0050569	curated	1
ORPHA:1872	DOID:0050572	curated	1
OMIM:236792	DOID:0050574	curated	1
ORPHA:79314	DOID:0050574	curated	1
OMIM:266900	DOID:0050576	curated	1
OMIM:606995	DOID:0050576	curated	1
OMIM:606996	DOID:0050576	curated	1
OMIM:609254	DOID:0050576	curated	1
OMIM:610189	DOID:0050576	curated	1
